         Sample#               E               M           <eps>             <m>             C_V        Suscept.
           43200              -8               4        -2.59765         1.29961       0.0292058        -1.55906
           43300              -8               4        -2.59586         1.29871       0.0291384         -1.5533
           43400              -8               4        -2.59395         1.29778        0.029806        -1.54746
           43500              -8               4        -2.59218          1.2969       0.0297376        -1.54178
           43600              -8               4        -2.59042         1.29601       0.0296695        -1.53615
           43700              -8               4        -2.58866         1.29513       0.0296018        -1.53055
           43800              -8               4        -2.58692         1.29426       0.0295343          -1.525
           43900              -8               4        -2.58519         1.29339       0.0294672        -1.51948
           44000              -8               4        -2.58347         1.29253       0.0294003          -1.514
           44100              -8               4        -2.58176         1.29167       0.0293338        -1.50856
           44200              -8               4        -2.58006         1.29082       0.0292675        -1.50316
           44300              -8               4        -2.57837         1.28997       0.0292016        -1.49779
           44400              -8              -4        -2.57663          1.2891        0.029495        -1.49228
           44500              -8              -4        -2.57496         1.28826       0.0294288        -1.48699
           44600              -8              -4        -2.57329         1.28743        0.029363        -1.48173
           44700              -8              -4        -2.57164          1.2866       0.0292974        -1.47651
           44800              -8              -4        -2.56994         1.28576       0.0295879        -1.47126
           44900              -8              -4        -2.56831         1.28494       0.0295222        -1.46612
           45000              -8              -4        -2.56669         1.28413       0.0294567          -1.461
           45100              -8              -4        -2.56507         1.28332       0.0293915        -1.45592
           45200              -8              -4        -2.56347         1.28251       0.0293266        -1.45088
           45300              -8               4        -2.56181          1.2817       0.0296139         -1.4458
           45400              -8               4        -2.56023          1.2809       0.0295488        -1.44083
           45500              -8               4        -2.55865         1.28011       0.0294839        -1.43588
           45600              -8               4        -2.55708         1.27933       0.0294194        -1.43097
           45700              -8               4        -2.55552         1.27854       0.0293551        -1.42609
           45800              -8               4        -2.55397         1.27777       0.0292912        -1.42124
           45900              -8               4        -2.55242         1.27699       0.0292275        -1.41642
           46000              -8               4        -2.55089         1.27622        0.029164        -1.41164
           46100              -8               4        -2.54936         1.27546       0.0291009        -1.40689
           46200              -8               4        -2.54785          1.2747        0.029038        -1.40216
           46300              -8               4        -2.54634         1.27394       0.0289754        -1.39747
           46400              -8               4        -2.54484         1.27319       0.0289131        -1.39281
           46500              -8               4        -2.54334         1.27244        0.028851        -1.38818
           46600              -8               4        -2.54186         1.27169       0.0287892        -1.38358
           46700              -8               4        -2.54038         1.27095       0.0287277          -1.379
           46800              -8               4        -2.53875         1.27015       0.0296883        -1.37407
           46900              -8               4        -2.53729         1.26942       0.0296251        -1.36956
           47000              -8               4        -2.53584         1.26869       0.0295622        -1.36507
           47100              -8               4        -2.53439         1.26796       0.0294995        -1.36062
           47200              -8               4        -2.53296         1.26724       0.0294372        -1.35619
           47300              -8               4        -2.53153         1.26653        0.029375        -1.35179
           47400              -8               4        -2.53011         1.26582       0.0293132        -1.34742
           47500              -8               4        -2.52869         1.26511       0.0292516        -1.34307
           47600              -8              -4        -2.52723         1.26438       0.0295251        -1.33859
           47700              -8              -4        -2.52584         1.26367       0.0294634         -1.3343
           47800              -8              -4        -2.52444         1.26298       0.0294018        -1.33004
           47900              -8              -4        -2.52306         1.26228       0.0293406         -1.3258
           48000              -8              -4        -2.52168         1.26159       0.0292796        -1.32159
           48100              -8              -4        -2.52031         1.26091       0.0292188         -1.3174
           48200              -8              -4        -2.51895         1.26022       0.0291583        -1.31325
           48300              -8              -4         -2.5176         1.25954        0.029098        -1.30911
           48400              -8              -4        -2.51615         1.25883       0.0296967        -1.30479
           48500              -8              -4        -2.51481         1.25816       0.0296356        -1.30071
           48600              -8              -4        -2.51347         1.25749       0.0295748        -1.29665
           48700              -8              -4        -2.51214         1.25682       0.0295141        -1.29262
           48800              -8              -4        -2.51082         1.25616       0.0294538        -1.28861
           48900              -8              -4        -2.50951          1.2555       0.0293937        -1.28462
           49000              -8              -4        -2.50821         1.25485       0.0293338        -1.28066
           49100              -8              -4        -2.50691         1.25419       0.0292741        -1.27672
           49200              -8              -4        -2.50561         1.25355       0.0292148        -1.27281
           49300              -8              -4        -2.50433          1.2529       0.0291556        -1.26891
           49400              -8              -4        -2.50305         1.25226       0.0290967        -1.26505
           49500              -8               4        -2.50167         1.25158       0.0296821          -1.261
           49600              -8              -4        -2.50025          1.2509       0.0305865        -1.25692
           49700              -8              -4        -2.49899         1.25026        0.030525        -1.25312
           49800              -8              -4        -2.49774         1.24964       0.0304639        -1.24935
           49900              -8              -4        -2.49649         1.24901       0.0304029        -1.24559
           50000              -8              -4        -2.49525         1.24839       0.0303422        -1.24186
           50100              -8              -4        -2.49401         1.24777       0.0302818        -1.23815
           50200              -8              -4        -2.49279         1.24715       0.0302216        -1.23446
           50300              -8              -4        -2.49146          1.2465       0.0307954        -1.23059
           50400              -8              -4        -2.49025         1.24589       0.0307344        -1.22695
           50500              -8              -4        -2.48904         1.24528       0.0306736        -1.22332
           50600              -8              -4        -2.48783         1.24468       0.0306131        -1.21972
           50700              -8              -4        -2.48663         1.24408       0.0305529        -1.21614
           50800              -8              -4        -2.48544         1.24348       0.0304928        -1.21257
           50900              -8              -4        -2.48425         1.24289       0.0304331        -1.20903
           51000              -8              -4        -2.48307         1.24229       0.0303735        -1.20551
           51100              -8              -4         -2.4819          1.2417       0.0303142          -1.202
           51200              -8              -4        -2.48063         1.24109       0.0308777        -1.19842
           51300              -8              -4        -2.47947         1.24051       0.0308176        -1.19496
           51400              -8              -4        -2.47831         1.23993       0.0307578        -1.19152
           51500              -8              -4        -2.47716         1.23935       0.0306982        -1.18809
           51600              -8              -4        -2.47601         1.23877       0.0306388        -1.18469
           51700              -8              -4        -2.47487          1.2382       0.0305796         -1.1813
           51800              -8              -4        -2.47373         1.23763       0.0305207        -1.17793
           51900              -8              -4         -2.4726         1.23706        0.030462        -1.17458
           52000              -8              -4        -2.47148          1.2365       0.0304035        -1.17125
           52100              -8              -4        -2.47036         1.23594       0.0303453        -1.16794
           52200              -8              -4        -2.46924         1.23538       0.0302873        -1.16465
           52300              -8              -4        -2.46813         1.23482       0.0302295        -1.16137
           52400              -8              -4        -2.46703         1.23427       0.0301719        -1.15811
           52500              -8              -4        -2.46593         1.23372       0.0301145        -1.15487
           52600              -8               4        -2.46479         1.23316       0.0303604         -1.1516
           52700              -8               4         -2.4637         1.23261       0.0303029         -1.1484
           52800              -8               4        -2.46262         1.23207       0.0302456        -1.14521
           52900              -8               4        -2.46154         1.23153       0.0301886        -1.14204
           53000              -8               4        -2.46047         1.23099       0.0301317        -1.13889
           53100              -8               4         -2.4594         1.23045       0.0300751        -1.13575
           53200              -8               4        -2.45833         1.22992       0.0300187        -1.13263
           53300              -8               4        -2.45727         1.22939       0.0299624        -1.12953
           53400              -8               4        -2.45622         1.22886       0.0299064        -1.12644
           53500              -8               4        -2.45517         1.22833       0.0298506        -1.12337
           53600              -8               4        -2.45413         1.22781       0.0297951        -1.12032
           53700              -8               4        -2.45309         1.22729       0.0297397        -1.11728
           53800              -8               4        -2.45205         1.22677       0.0296845        -1.11426
           53900              -8               4        -2.45103         1.22625       0.0296295        -1.11125
           54000              -8               4           -2.45         1.22574       0.0295748        -1.10826
           54100              -8               4        -2.44898         1.22523       0.0295202        -1.10529
           54200              -8               4        -2.44796         1.22472       0.0294658        -1.10233
           54300              -8               4        -2.44695         1.22421       0.0294117        -1.09939
           54400              -8              -4        -2.44586         1.22367       0.0299437        -1.09629
           54500              -8              -4        -2.44485         1.22317       0.0298889        -1.09337
           54600              -8              -4        -2.44386         1.22267       0.0298343        -1.09048
           54700              -8              -4        -2.44282         1.22215       0.0300712        -1.08747
           54800              -8              -4        -2.44183         1.22165       0.0300165         -1.0846
           54900              -8              -4        -2.44076         1.22112       0.0305426        -1.08158
           55000              -8              -4        -2.43978         1.22063       0.0304871        -1.07874
           55100              -8              -4         -2.4388         1.22014       0.0304319        -1.07592
           55200              -8              -4        -2.43783         1.21966       0.0303769        -1.07311
           55300              -8              -4        -2.43687         1.21917       0.0303221        -1.07031
           55400              -8              -4         -2.4359         1.21869       0.0302674        -1.06753
           55500              -8              -4        -2.43495         1.21821        0.030213        -1.06477
           55600              -8              -4        -2.43399         1.21773       0.0301588        -1.06202
           55700              -8              -4        -2.43304         1.21725       0.0301047        -1.05928
           55800              -8              -4         -2.4321         1.21678       0.0300509        -1.05655
           55900              -8              -4        -2.43115         1.21631       0.0299972        -1.05384
           56000              -8              -4        -2.43022         1.21584       0.0299437        -1.05115
           56100              -8               4        -2.42911         1.21531       0.0310269        -1.04822
           56200              -8               4        -2.42818         1.21485       0.0309718        -1.04555
           56300              -8               4        -2.42726         1.21438       0.0309169        -1.04289
           56400              -8               4        -2.42625          1.2139       0.0314274        -1.04017
           56500              -8               4        -2.42533         1.21344       0.0313719        -1.03754
           56600              -8               4        -2.42442         1.21298       0.0313166        -1.03492
           56700              -8               4        -2.42351         1.21253       0.0312614        -1.03232
           56800              -8               4        -2.42244         1.21202       0.0323288        -1.02949
           56900              -8               4        -2.42154         1.21157       0.0322721        -1.02691
           57000              -8               4        -2.42064         1.21112       0.0322156        -1.02435
           57100              -8               4        -2.41975         1.21067       0.0321593        -1.02179
           57200              -8               4        -2.41886         1.21022       0.0321032        -1.01925
           57300              -8               4        -2.41797         1.20978       0.0320472        -1.01672
           57400              -8               4        -2.41709         1.20934       0.0319915        -1.01421
           57500              -8               4        -2.41621         1.20889        0.031936        -1.01171
           57600              -8               4        -2.41534         1.20846       0.0318807        -1.00921
           57700              -8               4        -2.41447         1.20802       0.0318255        -1.00674
           57800              -8               4         -2.4136         1.20758       0.0317706        -1.00427
           57900              -8               4        -2.41269         1.20713        0.031991        -1.00169
           58000              -8               4        -2.41183          1.2067        0.031936        -0.99925
           58100              -8               4        -2.41098         1.20627       0.0318811       -0.996818
           58200              -8               4        -2.41012         1.20584       0.0318265       -0.994398
           58300              -8               4        -2.40928         1.20541        0.031772       -0.991989
           58400              -8               4        -2.40843         1.20499       0.0317177       -0.989591
           58500              -8               4        -2.40759         1.20457       0.0316636       -0.987205
           58600              -8               4        -2.40675         1.20415       0.0316097        -0.98483
           58700              -8               4        -2.40591         1.20373       0.0315559       -0.982466
           58800              -8               4        -2.40504          1.2033       0.0317734       -0.980076
           58900              -8               4        -2.40421         1.20288       0.0317195       -0.977735
           59000              -8              -4        -2.40335         1.20246        0.031936       -0.975367
           59100              -8              -4        -2.40253         1.20205       0.0318821       -0.973047
           59200              -8              -4        -2.40171         1.20164       0.0318283       -0.970738
           59300              -8              -4        -2.40089         1.20123       0.0317748        -0.96844
           59400              -8              -4        -2.40008         1.20082       0.0317214       -0.966152
           59500              -8              -4        -2.39927         1.20041       0.0316682       -0.963875
           59600              -8              -4        -2.39847         1.20001       0.0316151       -0.961609
           59700              -8              -4        -2.39767         1.19961       0.0315623       -0.959353
           59800              -8              -4        -2.39683          1.1992       0.0317761       -0.957071
           59900              -8              -4        -2.39603          1.1988       0.0317232       -0.954835
           60000              -8              -4        -2.39524          1.1984       0.0316704        -0.95261
           60100              -8              -4        -2.39445           1.198       0.0316178       -0.950395
           60200              -8              -4        -2.39367         1.19761       0.0315654        -0.94819
           60300              -8              -4        -2.39288         1.19722       0.0315131       -0.945995
           60400              -8              -4         -2.3921         1.19683       0.0314611        -0.94381
           60500              -8              -4        -2.39133         1.19644       0.0314092       -0.941635
           60600              -8              -4        -2.39055         1.19605       0.0313574        -0.93947
           60700              -8              -4        -2.38978         1.19566       0.0313059       -0.937314
           60800              -8              -4        -2.38902         1.19528       0.0312545       -0.935168
           60900              -8              -4        -2.38825         1.19489       0.0312033       -0.933032
           61000              -8              -4        -2.38749         1.19451       0.0311522       -0.930905
           61100              -8              -4        -2.38673         1.19413       0.0311013       -0.928788
           61200              -8              -4        -2.38598         1.19375       0.0310506        -0.92668
           61300              -8              -4        -2.38522         1.19337       0.0310001       -0.924581
           61400              -8              -4        -2.38444         1.19299       0.0312092       -0.922457
           61500              -8              -4        -2.38357         1.19256        0.031936       -0.920128
           61600              -8              -4        -2.38283         1.19219       0.0318843       -0.918058
           61700              -8              -4        -2.38209         1.19182       0.0318327       -0.915997
           61800              -8              -4        -2.38135         1.19145       0.0317813       -0.913945
           61900              -8              -4        -2.38062         1.19108         0.03173       -0.911902
           62000              -8              -4        -2.37973         1.19066       0.0327071        -0.90966
           62100              -8              -4          -2.379          1.1903       0.0326545       -0.907636
           62200              -8              -4        -2.37824         1.18992       0.0328583       -0.905586
           62300              -8               4        -2.37748         1.18954       0.0330614       -0.903474
           62400              -8               4        -2.37672         1.18917       0.0332639       -0.901442
           62500              -8               4          -2.376         1.18881       0.0332108       -0.899453
           62600              -8               4        -2.37529         1.18845       0.0331578       -0.897473
           62700              -8               4        -2.37457         1.18809       0.0331051       -0.895501
           62800              -8               4        -2.37386         1.18774       0.0330525       -0.893537
           62900              -8               4        -2.37316         1.18738           0.033       -0.891582
           63000              -8               4        -2.37245         1.18703       0.0329477       -0.889635
           63100              -8               4        -2.37175         1.18668       0.0328956       -0.887697
           63200              -8               4        -2.37105         1.18633       0.0328437       -0.885767
           63300              -8               4        -2.37036         1.18598       0.0327919       -0.883845
           63400              -8               4        -2.36963         1.18562       0.0329916       -0.881899
           63500              -8               4        -2.36893         1.18527       0.0329398       -0.879993
           63600              -8               4        -2.36825         1.18493       0.0328881       -0.878096
           63700              -8               4        -2.36756         1.18458       0.0328366       -0.876206
           63800              -8               4        -2.36688         1.18424       0.0327852       -0.874325
           63900              -8               4         -2.3662          1.1839        0.032734       -0.872451
           64000              -8               4        -2.36552         1.18356        0.032683       -0.870585
           64100              -8               4        -2.36484         1.18322       0.0326321       -0.868728
           64200              -8               4        -2.36417         1.18288       0.0325814       -0.866877
           64300              -8               4         -2.3635         1.18254       0.0325308       -0.865035
           64400              -8               4        -2.36283         1.18221       0.0324804         -0.8632
           64500              -8               4        -2.36217         1.18187       0.0324301       -0.861373
           64600              -8               4         -2.3615         1.18154         0.03238       -0.859554
           64700              -8               4        -2.36084         1.18121       0.0323301       -0.857742
           64800              -8               4        -2.36018         1.18088       0.0322803       -0.855937
           64900              -8               4        -2.35953         1.18055       0.0322307        -0.85414
           65000              -8               4        -2.35887         1.18022       0.0321812       -0.852351
           65100              -8               4        -2.35822         1.17989       0.0321318       -0.850568
           65200              -8               4        -2.35757         1.17957       0.0320826       -0.848794
           65300              -8               4        -2.35693         1.17924       0.0320336       -0.847026
           65400              -8               4        -2.35628         1.17892       0.0319847       -0.845265
           65500              -8               4        -2.35564         1.17859        0.031936       -0.843512
           65600              -8               4          -2.355         1.17827       0.0318874       -0.841766
           65700              -8               4        -2.35436         1.17795        0.031839       -0.840027
           65800              -8               4        -2.35373         1.17763       0.0317907       -0.838295
           65900              -8               4        -2.35309         1.17732       0.0317425        -0.83657
           66000              -8               4        -2.35246           1.177       0.0316945       -0.834852
           66100              -8               4        -2.35184         1.17668       0.0316467       -0.833141
           66200              -8               4        -2.35121         1.17637        0.031599       -0.831436
           66300              -8               4        -2.35059         1.17606       0.0315514       -0.829739
           66400              -8               4        -2.34996         1.17574        0.031504       -0.828048
           66500              -8               4        -2.34935         1.17543       0.0314567       -0.826364
           66600              -8               4        -2.34873         1.17512       0.0314096       -0.824687
           66700              -8               4        -2.34811         1.17481       0.0313626       -0.823017
           66800              -8               4         -2.3475         1.17451       0.0313157       -0.821353
           66900              -8               4        -2.34689          1.1742        0.031269       -0.819696
           67000              -8               4        -2.34628         1.17389       0.0312224       -0.818045
           67100              -8               4        -2.34567         1.17359        0.031176       -0.816401
           67200              -8               4        -2.34507         1.17329       0.0311297       -0.814763
           67300              -8               4        -2.34447         1.17298       0.0310835       -0.813132
           67400              -8               4        -2.34387         1.17268       0.0310375       -0.811508
           67500              -8               4        -2.34327         1.17238       0.0309916       -0.809889
           67600              -8               4        -2.34267         1.17208       0.0309458       -0.808277
           67700              -8               4        -2.34208         1.17179       0.0309002       -0.806671
           67800              -8               4        -2.34149         1.17149       0.0308547       -0.805072
           67900              -8               4        -2.34086         1.17118       0.0310441       -0.803449
           68000              -8              -4        -2.34021         1.17087       0.0314673       -0.801804
           68100              -8              -4        -2.33962         1.17058       0.0314212       -0.800224
           68200              -8              -4        -2.33904         1.17028       0.0313752       -0.798649
           68300              -8              -4        -2.33846         1.16999       0.0313293       -0.797081
           68400              -8               4        -2.33784         1.16969       0.0315166       -0.795489
           68500              -8               4        -2.33726          1.1694       0.0314707       -0.793933
           68600              -8               4        -2.33669         1.16911       0.0314249       -0.792383
           68700              -8               4        -2.33612         1.16882       0.0313793       -0.790838
           68800              -8               4        -2.33554         1.16854       0.0313337         -0.7893
           68900              -8               4        -2.33497         1.16825       0.0312884       -0.787767
           69000              -8               4        -2.33441         1.16797       0.0312431        -0.78624
           69100              -8               4        -2.33384         1.16768        0.031198       -0.784719
           69200              -8               4        -2.33328          1.1674        0.031153       -0.783204
           69300              -8               4        -2.33272         1.16712       0.0311081       -0.781695
           69400              -8               4        -2.33215         1.16684       0.0310634       -0.780191
           69500              -8               4         -2.3316         1.16655       0.0310188       -0.778693
           69600              -8               4        -2.33104         1.16628       0.0309743         -0.7772
           69700              -8               4        -2.33049           1.166       0.0309299       -0.775714
           69800              -8               4        -2.32993         1.16572       0.0308857       -0.774233
           69900              -8               4        -2.32938         1.16544       0.0308416       -0.772757
           70000              -8               4        -2.32883         1.16517       0.0307976       -0.771287
           70100              -8               4        -2.32829         1.16489       0.0307538       -0.769822
           70200              -8               4        -2.32774         1.16462       0.0307101       -0.768363
           70300              -8               4         -2.3272         1.16434       0.0306665       -0.766909
           70400              -8               4        -2.32666         1.16407        0.030623       -0.765461
           70500              -8               4        -2.32612          1.1638       0.0305796       -0.764018
           70600              -8               4        -2.32558         1.16353       0.0305364       -0.762581
           70700              -8               4        -2.32504         1.16326       0.0304933       -0.761148
           70800              -8               4        -2.32451         1.16299       0.0304503       -0.759721
           70900              -8               4        -2.32397         1.16273       0.0304074         -0.7583
           71000              -8               4        -2.32344         1.16246       0.0303647       -0.756883
           71100              -8               4        -2.32291         1.16219       0.0303221       -0.755472
           71200              -8               4        -2.32239         1.16193       0.0302796       -0.754066
           71300              -8               4        -2.32186         1.16166       0.0302372       -0.752665
           71400              -8               4        -2.32134          1.1614       0.0301949       -0.751269
           71500              -8               4        -2.32081         1.16114       0.0301528       -0.749878
           71600              -8               4        -2.32029         1.16088       0.0301107       -0.748493
           71700              -8               4        -2.31977         1.16062       0.0300688       -0.747112
           71800              -8               4        -2.31926         1.16036        0.030027       -0.745736
           71900              -8               4        -2.31874          1.1601       0.0299853       -0.744366
           72000              -8               4        -2.31823         1.15984       0.0299437          -0.743
           72100              -8               4        -2.31771         1.15958       0.0299023       -0.741639
           72200              -8               4         -2.3172         1.15932        0.029861       -0.740283
           72300              -8               4        -2.31669         1.15907       0.0298197       -0.738933
           72400              -8               4        -2.31612         1.15879        0.030219       -0.737476
           72500              -8               4        -2.31562         1.15854       0.0301774       -0.736135
           72600              -8               4        -2.31511         1.15828       0.0301359       -0.734798
           72700              -8               4        -2.31461         1.15803       0.0300945       -0.733467
           72800              -8               4        -2.31401         1.15775       0.0307101       -0.732004
           72900               0               0        -2.31345         1.15747       0.0311053       -0.730573
           73000              -8              -4        -2.31295         1.15722       0.0310627       -0.729256
           73100              -8              -4        -2.31246         1.15697       0.0310203       -0.727944
           73200              -8              -4        -2.31196         1.15672        0.030978       -0.726637
           73300              -8              -4        -2.31147         1.15648       0.0309359       -0.725334
           73400              -8              -4        -2.31098         1.15623       0.0308938       -0.724035
           73500              -8              -4        -2.31049         1.15598       0.0308518       -0.722742
           73600              -8              -4           -2.31         1.15574         0.03081       -0.721452
           73700              -8              -4        -2.30951         1.15549       0.0307683       -0.720168
           73800              -8              -4        -2.30903         1.15525       0.0307267       -0.718888
           73900              -8              -4        -2.30854         1.15501       0.0306852       -0.717612
           74000              -8              -4        -2.30806         1.15477       0.0306438       -0.716341
           74100              -8              -4        -2.30758         1.15452       0.0306025       -0.715074
           74200              -8              -4         -2.3071         1.15428       0.0305613       -0.713812
           74300              -8              -4        -2.30663         1.15404       0.0305203       -0.712554
           74400              -8              -4        -2.30615          1.1538       0.0304794         -0.7113
           74500              -8              -4        -2.30561         1.15355       0.0308664       -0.710001
           74600              -8              -4        -2.30514         1.15331       0.0308251       -0.708756
           74700              -8              -4        -2.30467         1.15308       0.0307839       -0.707515
           74800              -8              -4         -2.3042         1.15284       0.0307428       -0.706279
           74900              -8              -4        -2.30373          1.1526       0.0307019       -0.705047
           75000              -8              -4        -2.30326         1.15237        0.030661       -0.703819
           75100              -8              -4         -2.3028         1.15214       0.0306203       -0.702596
           75200              -8               4        -2.30227         1.15188       0.0310035       -0.701272
           75300              -8               4        -2.30181         1.15165       0.0309624       -0.700057
           75400              -8               4        -2.30135         1.15141       0.0309214       -0.698846
           75500              -8               4        -2.30089         1.15118       0.0308806       -0.697639
           75600              -8               4        -2.30043         1.15095       0.0308398       -0.696437
           75700              -8               4        -2.29997         1.15072       0.0307991       -0.695238
           75800              -8               4        -2.29951         1.15049       0.0307586       -0.694044
           75900              -8               4        -2.29906         1.15027       0.0307181       -0.692853
           76000              -8               4        -2.29861         1.15004       0.0306778       -0.691667
           76100              -8               4        -2.29815         1.14981       0.0306376       -0.690484
           76200              -8               4         -2.2977         1.14958       0.0305974       -0.689306
           76300              -8               4        -2.29725         1.14936       0.0305574       -0.688131
           76400              -8               4        -2.29681         1.14913       0.0305175       -0.686961
           76500              -8               4        -2.29636         1.14891       0.0304777       -0.685794
           76600              -8               4        -2.29592         1.14869        0.030438       -0.684632
           76700              -8               4        -2.29547         1.14846       0.0303983       -0.683473
           76800              -8               4        -2.29503         1.14824       0.0303588       -0.682318
           76900              -8               4        -2.29459         1.14802       0.0303194       -0.681167
           77000              -8               4        -2.29412         1.14779       0.0304871       -0.679996
           77100              -8               4        -2.29368         1.14757       0.0304477       -0.678852
           77200              -8               4        -2.29324         1.14735       0.0304083       -0.677713
           77300              -8               4        -2.29281         1.14713        0.030369       -0.676577
           77400              -8               4        -2.29237         1.14691       0.0303299       -0.675445
           77500              -8               4        -2.29194          1.1467       0.0302908       -0.674316
           77600              -8               4        -2.29151         1.14648       0.0302519       -0.673192
           77700              -8               4        -2.29108         1.14626        0.030213       -0.672071
           77800              -8               4        -2.29062         1.14603       0.0303791       -0.670877
           77900              -8               4        -2.29019         1.14582       0.0303402       -0.669764
           78000              -8               4        -2.28976          1.1456       0.0303014       -0.668654
           78100              -8               4        -2.28934         1.14539       0.0302626       -0.667548
           78200              -8               4        -2.28891         1.14518        0.030224       -0.666445
           78300              -8               4        -2.28849         1.14496       0.0301855       -0.665346
           78400              -8               4        -2.28807         1.14475       0.0301471       -0.664251
           78500              -8               4        -2.28765         1.14454       0.0301087       -0.663159
           78600              -8               4        -2.28723         1.14433       0.0300705        -0.66207
           78700              -8               4        -2.28681         1.14412       0.0300324       -0.660985
           78800              -8               4         -2.2864         1.14391       0.0299943       -0.659904
           78900              -8               4        -2.28598          1.1437       0.0299564       -0.658826
           79000              -8               4        -2.28557         1.14349       0.0299185       -0.657752
           79100              -8               4        -2.28515         1.14329       0.0298808       -0.656681
           79200              -8               4        -2.28474         1.14308       0.0298431       -0.655614
           79300              -8               4        -2.28433         1.14287       0.0298056        -0.65455
           79400              -8               4        -2.28392         1.14267       0.0297681       -0.653489
           79500              -8               4        -2.28351         1.14246       0.0297307       -0.652432
           79600              -8               4         -2.2831         1.14226       0.0296934       -0.651378
           79700              -8              -4        -2.28264         1.14204       0.0300562       -0.650282
           79800              -8              -4        -2.28223         1.14183       0.0300187       -0.649235
           79900              -8              -4        -2.28183         1.14163       0.0299812       -0.648191
           80000              -8              -4        -2.28143         1.14143       0.0299437       -0.647151
           80100              -8              -4        -2.28103         1.14123       0.0299064       -0.646114
           80200              -8              -4        -2.28063         1.14103       0.0298692        -0.64508
           80300              -8              -4        -2.28023         1.14083       0.0298321       -0.644049
           80400              -8              -4        -2.27983         1.14062       0.0297951       -0.643022
           80500              -8              -4        -2.27943         1.14043       0.0297581       -0.641998
           80600              -8              -4        -2.27904         1.14023       0.0297213       -0.640977
           80700              -8              -4        -2.27864         1.14003       0.0296845       -0.639959
           80800              -8              -4        -2.27825         1.13983       0.0296478       -0.638945
           80900              -8              -4        -2.27786         1.13963       0.0296112       -0.637933
           81000              -8              -4        -2.27746         1.13944       0.0295748       -0.636925
           81100              -8              -4        -2.27707         1.13924       0.0295384        -0.63592
           81200              -8              -4        -2.27669         1.13904       0.0295021       -0.634918
           81300              -8              -4         -2.2763         1.13885       0.0294658       -0.633919
           81400              -8              -4        -2.27591         1.13866       0.0294297       -0.632924
           81500              -8              -4        -2.27552         1.13846       0.0293937       -0.631931
           81600              -8              -4        -2.27514         1.13827       0.0293577       -0.630942
           81700              -8              -4        -2.27476         1.13808       0.0293218       -0.629955
           81800              -8              -4        -2.27437         1.13788       0.0292861       -0.628972
           81900              -8              -4        -2.27399         1.13769       0.0292504       -0.627991
           82000              -8              -4        -2.27361          1.1375       0.0292148       -0.627014
           82100              -8              -4        -2.27323         1.13731       0.0291792        -0.62604
           82200              -8              -4        -2.27285         1.13712       0.0291438       -0.625068
           82300              -8              -4        -2.27248         1.13693       0.0291085         -0.6241
           82400              -8               4        -2.27202         1.13671       0.0296536       -0.623021
           82500              -8               4        -2.27164         1.13652       0.0296177       -0.622059
           82600              -8               4        -2.27127         1.13634       0.0295819       -0.621099
           82700              -8               4        -2.27089         1.13615       0.0295462       -0.620143
           82800              -8               4        -2.27052         1.13596       0.0295106       -0.619189
           82900              -8               4        -2.27015         1.13578       0.0294751       -0.618239
           83000              -8               4        -2.26978         1.13559       0.0294396       -0.617291
           83100              -8               4        -2.26941          1.1354       0.0294042       -0.616346
           83200              -8               4        -2.26904         1.13522        0.029369       -0.615404
           83300              -8               4        -2.26868         1.13503       0.0293338       -0.614465
           83400              -8               4        -2.26831         1.13485       0.0292987       -0.613528
           83500              -8               4        -2.26795         1.13467       0.0292636       -0.612595
           83600              -8               4        -2.26758         1.13448       0.0292287       -0.611664
           83700              -8               4        -2.26722          1.1343       0.0291938       -0.610736
           83800              -8               4        -2.26686         1.13412       0.0291591       -0.609811
           83900              -8               4         -2.2665         1.13394       0.0291244       -0.608889
           84000              -8               4        -2.26614         1.13376       0.0290898       -0.607969
           84100              -8               4        -2.26578         1.13358       0.0290552       -0.607052
           84200              -8               4        -2.26542          1.1334       0.0290208       -0.606138
           84300              -8               4        -2.26506         1.13322       0.0289864       -0.605226
           84400              -8               4         -2.2647         1.13304       0.0289522       -0.604318
           84500              -8               4        -2.26435         1.13286        0.028918       -0.603411
           84600              -8               4        -2.26399         1.13268       0.0288838       -0.602508
           84700              -8               4        -2.26364          1.1325       0.0288498       -0.601607
           84800              -8               4        -2.26329         1.13233       0.0288158       -0.600709
           84900              -8               4        -2.26294         1.13215        0.028782       -0.599814
           85000              -8               4        -2.26259         1.13197       0.0287482       -0.598921
           85100              -8               4        -2.26224          1.1318       0.0287144       -0.598031
           85200              -8               4        -2.26189         1.13162       0.0286808       -0.597144
           85300              -8              -4        -2.26151         1.13143       0.0288341       -0.596191
           85400              -8              -4        -2.26117         1.13126       0.0288004       -0.595309
           85500              -8              -4        -2.26082         1.13109       0.0287668        -0.59443
           85600              -8              -4        -2.26048         1.13091       0.0287333       -0.593553
           85700              -8              -4        -2.26013         1.13074       0.0286998       -0.592678
           85800              -8              -4        -2.25979         1.13057       0.0286664       -0.591806
           85900              -8              -4        -2.25945          1.1304       0.0286331       -0.590937
           86000              -8              -4        -2.25911         1.13022       0.0285999        -0.59007
           86100              -8               4        -2.25874         1.13004       0.0287519       -0.589139
           86200              -8               4         -2.2584         1.12987       0.0287186       -0.588277
           86300              -8               4        -2.25806          1.1297       0.0286854       -0.587418
           86400              -8               4        -2.25772         1.12953       0.0286522       -0.586561
